,name,latitude,longitude,price,hostStart,propType
4765,Waikiki Hotel Studio w/Views (HOTEL & RESORT ZONE),21.27794,-157.82256999999998,90.00,2015-10-13,Hotel
4766,10% off summer rates! Hale Mahie Luxury  Home,21.26011,-157.81966,"1,800.00",2013-12-08,House
4767,Beach Level 4-Bedroom Ocean & Beach View Villa,21.70605,-157.999,"1,026.00",2016-04-19,Villa
4768,Amazing Ocean Front Luxury in Poipu,21.86909,-159.44575,821.00,2015-01-01,House
4769,Westin Kaanapali KORVS 1BR,20.93779,-156.69166,499.00,2015-06-18,Serviced apartment
4770,The Whaler on Kaanapali Beach #420,20.92247,-156.69553,359.00,2016-04-19,Condominium
4771,Affordable Updated Condo In Princeville,22.221429999999998,-159.46923,205.00,2015-10-22,Condominium
4772,Luxurious Ocean View Cottage,20.89954,-156.31088,149.00,2016-04-19,Guesthouse
4773,"Walk To Beach, Enjoy Heated Pool & Breezy Lanai",21.28182,-157.82913,90.00,2016-04-20,Condominium
4774,Wyndham Royal Sea Cliff 2BR/2Bath Condo,19.61995,-155.98629,340.00,2016-04-01,Condominium
4775,Westin Kaanapali KORVS 1BR OCEAN VIEW,20.93712,-156.69091,549.00,2015-06-18,Serviced apartment
4776,"909A - CLEAN, OCEAN, LOCATION!!",21.276139999999998,-157.82243,89.00,2015-08-30,Condominium
4777,Spectacular oceanfront penthouse condo,22.22159,-159.49493,365.00,2016-04-21,Condominium
4778,Mediterranean Style Garden Apartment ocean Breezes,19.56045,-154.88926,85.00,2016-04-21,Apartment
4779,Ocean View in the heart of Waikiki,21.27608,-157.82437,150.00,2015-08-09,Condominium
4780,Classic Beach House with Pool (Kai Hale),20.73239,-156.45018000000002,425.00,2016-04-21,House
4781,"Kiahuna #139 - 1BR ocean views, exceptional choice",21.87825,-159.45991999999998,280.00,2015-09-14,Condominium
4782,Spectacular View Full Kitchen near Waikiki Beach,21.27441,-157.82143,149.00,2016-04-22,Condominium
4783,Gorgeous 2BD Condo with Wifi! 619,20.763820000000003,-156.45843,231.00,2012-08-09,Condominium
4784,Stunning Direct Ocean view Condo 208,20.76266,-156.45819,231.00,2012-08-09,Condominium
4785,Delightful Oceanview Condo 2BD/2BA 219,20.763479999999998,-156.4593,231.00,2012-08-09,Condominium
4786,GREAT 2BD/2BA Oceanview Condo 222,20.76347,-156.45758,220.00,2012-08-09,Condominium
4787,Partial Oceanview Condo! 2BD 326,20.76227,-156.45816000000002,208.00,2012-08-09,Condominium
4788,Renovated 1BD Condo on Maui! 311,20.76211,-156.45803,180.00,2012-08-09,Condominium
4789,Lovely 1BD Condo in Kihei 512,20.76377,-156.45918,190.00,2012-08-09,Condominium
4790,"Spacious Paradise, 1 BD Condo! 517",20.76339,-156.45928,190.00,2012-08-09,Condominium
4791,Beautiful Ocean View Penthouse! 611 Brand New A/C!,20.76378,-156.45938,160.00,2012-08-09,Condominium
4792,Gorgeous Ocean View 2BD/2BA 106,20.76387,-156.45891,231.00,2012-08-09,Condominium
4793,Great Oceanview 2BD on Kihei! 622,20.764,-156.4583,220.00,2012-08-09,Condominium
4794,Stunning Oceanview Condo 3BD 314,20.76383,-156.45931000000002,332.00,2012-08-09,Condominium
4795,"Clean w/ Direct View of Ocean, 2BD! 419",20.76415,-156.4584,271.00,2012-08-09,Condominium
4796,Spacious Condo on Kihei! 421,20.76209,-156.45896000000002,220.00,2012-08-09,Condominium
4797,Remodeled Condo w/ Beautiful Lanai! 423,20.76277,-156.4583,220.00,2012-08-09,Condominium
4798,Relaxing 2BD with Great Ocean Views 509,20.76334,-156.45922,231.00,2012-08-09,Condominium
4799,Waikiki Hotel Condo 16th fl Free Parking/Wifi 한국어,21.27411,-157.82032,145.00,2014-09-16,Apartment
4800,Kaanapali Livin' the Dream Home,20.91835,-156.68926000000002,749.00,2013-09-03,House
4801,Spectacular Oceanview Corner Unit,20.97137,-156.67826000000002,175.00,2016-04-22,Condominium
4802,Alluring Condo in Kihei 127,20.76383,-156.45763,208.00,2012-08-09,Condominium
4803,Oceanview 2BD/2BA in Maui 420,20.76414,-156.45754,185.00,2012-08-09,Condominium
4804,Lovely 1BD Condo in North Kihei 512,20.764129999999998,-156.45752,190.00,2012-08-09,Condominium
4805,2 BED lockoff TRUE Ocean FRONT Villa PRIME,20.93869,-156.69263999999998,600.00,2016-04-23,Villa
4806,Lani Oli Hale,22.2073,-159.5482,345.00,2016-04-23,House
4807,"Beautiful Ocean Front, Maui Sunset Kihei Condo",20.7556,-156.45858,274.00,2016-03-20,Condominium
4808,"MAUI OceanView Deluxe 1 Bedroom Papakea, King Bed",20.95198,-156.68797,149.00,2016-04-23,Condominium
4809,Nahele Mele  Hale..  jungle view cottage.,22.20766,-159.54601,245.00,2016-04-23,Bungalow
4810,"MAKAHA SURFING BEACH - Oahu, HI",21.47481,-158.21857,150.00,2016-04-23,Cottage
4811,Ocean View Private Romantic Cottage above Wailea,20.69366,-156.42478,249.00,2016-04-23,House
4812,Boutique Style Studio Just Steps to Waikiki Beach,21.27264,-157.82355,150.00,2015-12-29,Condominium
4813,Upstairs Barn Loft (includes 3 bedrooms),21.59214,-157.90261999999998,300.00,2013-12-03,Farm stay
4814,Waikiki Grand Condo/Studio,21.27296,-157.82141000000001,89.00,2013-12-03,Condominium
4815,"Mauna Lani Fairways 1101, Beach Access",19.947960000000002,-155.85602,528.00,2014-07-20,Condominium
4816,Classic Beach House with Pool (Honu Kai),20.73045,-156.44988999999998,425.00,2016-04-21,House
4817,15Min Walk To Beach★Shops/Eats Nearby★Free Parking,21.27508,-157.81126,169.00,2014-11-29,House
4818,Feel Like a Local in a Private Home,21.285439999999998,-157.8087,43.00,2015-11-29,Guest suite
4819,Maui Deluxe OceanView Studio Papakea,20.9516,-156.68747,125.00,2016-04-23,Condominium
4820,Kai Honu,22.20709,-159.54657,219.00,2016-04-23,Bungalow
4821,"Spacious, Modern Living",22.2214,-159.46901,215.00,2015-10-22,Condominium
4822,"Seventh Heaven, in the rainforest.",19.42437,-155.2244,150.00,2016-04-25,House
4823,IDEAL FOR TWO COUPLES TRAVELLING TOGETHER,20.76987,-156.457,210.00,2016-04-26,Condominium
4824,Beautiful One Bedroom Condo,20.76888,-156.45855,139.00,2016-04-26,Condominium
4825,Beautiful Sea Village Condo,19.621029999999998,-155.98656,130.00,2016-04-26,Condominium
4826,Perfect Location w/Beautiful Views!,19.58691,-155.9701,185.00,2016-04-26,Guest suite
4827,"Rainforest Lush Green Close to All  Fiss 8, Pahoa",19.49813,-154.91928000000001,79.00,2014-04-21,House
4828,"Breathtaking Ocean Beach Condo Kaanapali , Maui!",21.00432,-156.64866999999998,175.00,2015-12-05,Apartment
4829,Lily's Kona Getaway,19.61993,-155.98606999999998,104.00,2016-01-27,Condominium
4830,15Min Walk To Beach☆Shops/Eats Nearby☆Free Parking,21.27572,-157.80918,99.00,2014-11-29,House
4831,"BEAUTIFUL PRIVATE SPACE IN KONA, HAWAII",19.63901,-155.96896,85.00,2016-04-27,Guest suite
4832,3 Bedroom Presidential ★ Near Golf & Beaches,22.22172,-159.48068999999998,378.00,2015-01-21,Aparthotel
4833,Villa 103 3-Bed with Direct Ocean Views,21.70404,-157.99775,670.00,2016-04-19,Villa
4834,1 Bedroom Villa ★ Near Beaches & Golf Course,22.22326,-159.48045,168.00,2015-01-21,Serviced apartment
4835,Honua Kai Resort & Spa - Konea 814,20.9434,-156.68892,320.00,2015-04-14,Condominium
4836,Private master bedroom in the heart of Kona,19.638270000000002,-155.99006,65.00,2015-11-03,Apartment
4837,Home Sweet Home with private pool-Minutes to Beach,21.38705,-157.73091000000002,360.00,2015-03-21,House
4838,Amazing Lanikai Beachfront Rental!,21.3897,-157.71376,750.00,2016-04-27,House
4839,Lanikai Star Studio,21.39036,-157.71541000000002,135.00,2016-04-27,Castle
4840,Affordable Luxury-Kahala-cold a/c rm#1-w/pool,21.26889,-157.79008000000002,80.00,2016-04-28,Villa
4841,Westin Kaanapali KORVS Studio,20.93773,-156.69266000000002,348.00,2015-06-18,Serviced apartment
4842,Westin Kaanapali KORVS 2BR OCEAN VIEW,20.93689,-156.69171,799.00,2015-06-18,Serviced apartment
4843,Westin Kaanapali KORVS 2BR OCEAN FRONT,20.93806,-156.69201999999999,949.00,2015-06-18,Serviced apartment
4844,Westin Kaanapali KORVS 1BR OCEAN FRONT,20.9384,-156.69236,599.00,2015-06-18,Serviced apartment
4845,Westin Kaanapali KORVS Studio Ocean Front,20.936429999999998,-156.6924,474.00,2015-06-18,Serviced apartment
4846,Westin Kaanapali KORVS Studio Ocean View,20.93669,-156.69069,399.00,2015-06-18,Serviced apartment
4847,Puamana Paradise on Maui!,20.85942,-156.66592,285.00,2014-05-20,Townhouse
4848,Our Modern Bright Executive Suite #WG516,21.27289,-157.82102,128.00,2015-09-09,Condominium
4849,Beautiful Maui Kamaole Large Condo,20.70995,-156.44292,165.00,2015-10-21,Condominium
4850,#1 Waikiki partial ocean & mountain  view studio,21.27851,-157.82248,115.00,2015-11-06,Apartment
4851,Enchanted Kona Paradise 118/nt+tax,19.55544,-155.96055,135.00,2010-04-15,Apartment
4852,Kaanapali Alii Ocean View Condo,20.9187,-156.6954,599.00,2015-12-31,Apartment
4853,Villa 208 3-Bed Ocean & Pool View,21.70491,-157.99841,515.00,2016-04-19,Villa
4854,Fantastic view from this third floor luxury condo which overlooks Wailua Bay,22.052210000000002,-159.3315,309.00,2015-07-21,Condominium
4855,"ON the beach, 2nd floor, great ocean view  222",22.05179,-159.32907,195.00,2015-07-21,Condominium
4856,"SPECIAL, LAST MINUTE.  Beachfront, Winter dates open.2nd floor, Lae nani , Great view",22.05181,-159.33223999999998,159.00,2015-07-21,Condominium
4857,Women's Ancient Mysteries,19.45139,-155.18462,111.00,2015-11-04,Cabin
4858,Luxury Beachfront 2B/2B/1Pk at Waikiki Shore #1302,21.278660000000002,-157.83213999999998,747.00,2016-04-29,Condominium
4859,Diamond Head and Ocean views from WU3807 Penthouse,21.2754,-157.8211,245.00,2016-04-29,Condominium
4860,Diamond Head/Gold Coast Beauty! Colony Surf #306,21.25916,-157.81898999999999,106.00,2016-04-29,Condominium
4861,Spacious Ilikai Studio #341 with Marina Views!,21.285439999999998,-157.83833,190.00,2016-04-29,Condominium
4862,"Near Beach! AC, Balcony, Pool, Parking! WB2002",21.27586,-157.82244,173.00,2016-04-29,Condominium
4863,Luxury Ocean View 2B/2B/1PK Ilikai #744,21.28394,-157.83903,523.00,2016-04-29,Condominium
4864,High Floor-Ocean View! 2 Bed/2 Ba/1 Pkg WBT#1804,21.2743,-157.8238,500.00,2016-04-29,Condominium
4865,"2bed/2bath Ocean View, Large Lanai @ ILIKAI #1239!",21.28381,-157.83811,477.00,2016-04-29,Condominium
4866,Great Ocean View 2B/2B/1PK Washlets! Ilikai #1944,21.28535,-157.83916000000002,528.00,2016-04-29,Condominium
4867,"3 Bedrooms!  A/C, WiFi, Parking, Pool, Sleeps 6!",21.28272,-157.83122,500.00,2016-04-29,Condominium
4868,2bd/2ba/1Pkg! Waikiki Beach Ocean Views! WBT1904,21.276239999999998,-157.82322,512.00,2016-04-29,Condominium
4869,2100 SqFt of Luxury! Huge 2 Bed/2.5 Bath Luana#400,21.2844,-157.83282,522.00,2016-04-29,Condominium
4870,Newly remodeled. Kitchenette | Free Pkg | MS#1902!,21.27985,-157.82838,167.00,2016-04-29,Condominium
4871,"High Floor, Partial Ocean View, Parking, MS2008!",21.28079,-157.8285,144.00,2016-04-29,Condominium
4872,Private Studio Apartment in Kona,19.61206,-155.96678,85.00,2016-01-18,Guest suite
4873,"Garden Island Paradise: Quiet, Aloha, and AC",22.22428,-159.48813,175.00,2015-08-05,Apartment
4874,"Kona, Large, OceanView Condo,  Quiet Area,Sleeps7",19.55813,-155.96036,168.00,2016-04-29,Condominium
4875,Modern Styled 1BD Condo in Maui 209,20.95805,-156.68487,240.00,2015-05-22,Condominium
4876,Spacious 3BD/2.5BA Corner Condo 301,20.95719,-156.68485,455.00,2015-05-22,Condominium
4877,"Home Away from Home, 1BD Condo 208",20.95668,-156.68455,222.00,2015-05-22,Condominium
4878,Spacious 3BD/2.5BA Townhouse 302,20.95786,-156.68425,455.00,2015-05-22,Townhouse
4879,Beautiful 3BD/2.5BA Townhouse 305,20.95701,-156.68452,420.00,2015-05-22,Townhouse
4880,Beachfront Condo in West Maui 104,20.954720000000002,-156.68673,280.00,2015-05-22,Condominium
4881,Incredible Oceanfront 3BD Condo 309,20.957060000000002,-156.68556999999998,405.00,2015-05-22,Townhouse
4882,Modern 3BD Oceanfront Penthouse 310,20.957720000000002,-156.6848,595.00,2015-05-22,Townhouse
4883,Beautiful 1BD Beachfront Condo 107,20.95822,-156.68405,222.00,2015-05-22,Condominium
4884,1BD Oceanfront Condo in Maui 108,20.9584,-156.68477,222.00,2015-05-22,Condominium
4885,Gorgeous Oceanfront Condo! 207,20.95724,-156.68431,222.00,2015-05-22,Condominium
4886,"Paradise Vacation, 1BD Condo 206",20.95701,-156.68458,222.00,2015-05-22,Condominium
4887,Beachfront Condo private lanai 205,20.95709,-156.68457,222.00,2015-05-22,Condominium
4888,1BD Oceanfront Condo w/ Lanai 203,20.95692,-156.68563,240.00,2015-05-22,Condominium
4889,Beachfront Condo with Lanai 202,20.95665,-156.68546,222.00,2015-05-22,Condominium
4890,Beachside 2BD Condo 210,20.956879999999998,-156.68405,301.00,2015-05-22,Condominium
4891,Oceanfront Condo private lanai 109,20.957720000000002,-156.68491,222.00,2015-05-22,Condominium
4892,Maui-LICIOUS by the Beach - Maui Vista,20.725260000000002,-156.44718999999998,99.00,2012-08-20,Condominium
4893,Ocean Front Maui Turtle Condo,20.96593,-156.68325,275.00,2016-04-30,Apartment
4894,Modern Studio in Waikiki Beach,21.2848,-157.83508999999998,140.00,2015-06-20,Apartment
4895,Peaceful Home with Ocean View & Beach Access,19.31576,-155.88026000000002,150.00,2012-08-22,House
4896,Delightful Waikiki Skytower,21.27705,-157.82388,165.00,2012-08-21,Condominium
4897,Modern Waikiki Studio 1/2 block from the beach,21.27654,-157.82347,115.00,2016-05-01,Condominium
4898,Hoyochi Nikko-106 - Epic Oceanviews-  AC,20.9603,-156.6844,245.00,2014-05-21,Condominium
4899,"Yes, these views are real!",20.79232,-156.50977,150.00,2011-05-09,Condominium
4900,Velzyland Beach House,21.68054,-158.03327,100.00,2016-04-22,Apartment
4901,Condo at Turtle Bay on the Greens.,21.700329999999997,-157.994,245.00,2016-04-20,Apartment
4902,"Comfy Studio with private entrance,  awesome views",19.139329999999998,-155.77167,58.00,2014-05-25,Guest suite
4903,Beautifully Renovated Studio Condo in Waikiki,21.28209,-157.82676999999998,125.00,2016-05-02,Condominium
4904,"Aloha, Kihei Bay Surf, New Pool and BBQ",20.76445,-156.4587,277.00,2014-05-29,Condominium
4905,Villa 309 3-Bed Ocean & Pool Views,21.704420000000002,-157.99854,515.00,2016-04-19,Boutique hotel
4906,Gorgeous Corner Unit! All one side windows! WOW!,20.95693,-156.68411,175.00,2014-07-01,Condominium
4907,Luxury Vacation Rental 5 min Beach,21.28487,-157.83422,180.00,2014-07-10,Condominium
4908,Majestic Bali Hai Lanai Views,22.21839,-159.47378999999998,250.00,2015-10-22,House
4909,Aloha Ka Milo,19.94939,-155.85273999999998,391.00,2016-02-20,House
4910,Villa 110 3-Bed Ocean & Pool Views,21.705920000000003,-157.99919,515.00,2016-04-19,Villa
4911,Private Oasis in Hanalei,22.20505,-159.49679,650.00,2015-10-22,House
4912,Poipu Ocean View w/ Gorgeous scenery..See Special:,21.88245,-159.46616,275.00,2016-04-05,House
4913,Newly Renovated Beachfront Property,22.14665,-159.30273,875.00,2015-10-22,House
4914,Rainforest Retreat Minutes From Beach/Town,21.302529999999997,-157.78412,395.00,2016-04-20,House
4915,Light and Airy Princeville GEM,22.22491,-159.48112,189.00,2016-05-03,Condominium
4916,Limited Edition Oceanfront Condo: The Link.,22.22757,-159.48182,258.00,2014-11-06,Condominium
4917,Beachfront Oasis,21.28217,-157.73362,850.00,2016-05-03,House
4918,"Bayview, Poipu, Kauai, Hawaii. ""The Haven""",21.87485,-159.44468999999998,139.00,2016-05-03,House
4919,Comfy Couch. Great Location. Close to Waikiki,21.29159,-157.83061,32.00,2015-05-25,House
4920,"Maui Vista - AC, Walk to Shops, Dining & Beach!",20.7256,-156.44589,154.00,2015-01-06,Condominium
4921,Keauhou Hale: Next to Sheraton by Keauhou bay AC,19.564420000000002,-155.96483999999998,513.00,2014-04-22,Villa
4922,Perfect Poipu Home Location,21.87471,-159.4497,169.00,2014-05-12,Townhouse
4923,☆★15min To Beach★☆Shops/Eats Nearby ★ Parking ★W/D,21.27518,-157.81101999999998,199.00,2014-11-29,House
4924,Villa Parthenope in Paia  bnb  #3 *****,20.90878,-156.37573999999998,200.00,2012-04-13,Apartment
4925,Experience Dolphins Frolicing on the Kona Coast,19.39935,-155.88096000000002,135.00,2015-05-18,House
4926,Comfortable 3BD North Shore Gem,21.57829,-158.12877,195.00,2011-11-13,House
4927,Villa 203 3-Bedroom Ocean Views,21.70458,-157.99832,618.00,2016-04-19,Villa
4928,Villa 106 Beach Front and Ocean Views 3 Bedroom,21.70436,-157.99788,618.00,2016-04-19,Apartment
4929,Menehune Shores 2BR Gorgeous Oceanfront Condo #605,20.764029999999998,-156.45766,243.00,2012-04-16,Condominium
4930,Cozy cottage surrounded by garden at North Shore,21.56725,-158.12663,150.00,2016-05-04,Cottage
4931,KV1201L Waikiki 2463 Kuhio Ave Honolulu,21.274720000000002,-157.82463,82.00,2012-05-11,Apartment
4932,"""Mushroom House"" Kualoa Mountain & Beach Rental!",21.53584,-157.84021,200.00,2016-05-04,House
4933,Stunning Oceanfront. Amazing Views. 2 Bed 2 Baths,20.971,-156.67924,299.00,2016-05-05,Apartment
4934,Westin Kaanapali KORVN Studio  v3,20.939989999999998,-156.69268,397.00,2015-06-18,Serviced apartment
4935,Welcome to Huladays!,21.29705,-157.78843,383.00,2013-03-09,House
4936,Ocean view 2 Bed 2 Bath Villa,21.33152,-158.12084,400.00,2016-05-05,Villa
4937,Studio in lush Manoa Valley,21.30826,-157.81525,115.00,2016-05-05,Guest suite
4938,KAMAOLE SANDS 7-210-COMPLETELY REMODELED-AC,20.71194,-156.44333999999998,150.00,2016-02-08,Condominium
4939,KAMAOLE SANDS 2-102-REMODELED-GROUND FLOOR-AC,20.71387,-156.44397,160.00,2016-02-08,Condominium
4940,Home In Paradise,21.3503,-158.08977,195.00,2016-05-06,Guesthouse
4941,Hawaii by the Sea~Walk,19.643929999999997,-155.99708,87.00,2012-11-20,Apartment
4942,Beautiful Lahaina Shores Condo,20.867739999999998,-156.67531,173.00,2015-04-26,Apartment
4943,Eco-Chic Tropical TreeTops Villa,21.940520000000003,-159.51869,800.00,2016-04-04,Bungalow
4944,"Marriott OCEANFRONT  7/12-19 or 7/18-25, 2020",20.91589,-156.69523,600.00,2015-08-30,Condominium
4945,Unique Island Cottage in Lush Tropical Setting,20.933329999999998,-156.68833,284.00,2016-05-06,Bungalow
4946,4BR-5BR Hawaiian Dreams Beach House,21.6217,-157.91711,269.00,2016-05-06,House
4947,Studio condo in the heart of Kona town,19.6424,-155.99185,100.00,2015-10-22,Condominium
4948,Napili Surf Beach Resort-Garden Studio-#224-2nd Fl,20.993129999999997,-156.66629,251.00,2016-05-07,Condominium
4949,Best Hilo Beach Area. Swim w/Turtles,19.73358,-155.01388,325.00,2015-05-10,House
4950,Gorgeous Oceanfront in Kauai - Unit 7,22.05226,-159.33101000000002,169.00,2015-07-21,Condominium
4951,Unobstructed Direct Oceanfront - 250,22.052989999999998,-159.3275,149.00,2015-07-21,Condominium
4952,Unobstructed Direct Oceanfront 353,22.05303,-159.32849,149.00,2015-07-21,Condominium
4953,Unobstructed Oceanfront Corner Unit - 354,22.05307,-159.32753,159.00,2015-07-21,Condominium
4954,Alohaaa! Penthouse Sunset Views A+,19.61812,-155.9845,185.00,2013-06-02,Condominium
4955,Puamana Ocean Breeze Bungalow,20.86114,-156.66885,245.00,2010-03-30,Townhouse
4956,Honolulu Hideaway Treehouse Condo,21.31943,-157.85583,102.00,2014-06-13,Apartment
4957,Understated Elegance! Awesome Views! WOW! KAL #208,20.95683,-156.68538999999998,169.00,2014-07-01,Condominium
4958,Secluded 2 Story Vintage Cottage,22.22394,-159.49108,285.00,2016-05-08,Apartment
4959,Absolute Beachfront with Million-Dollar Views!,20.95935,-156.6849,299.00,2016-05-09,Condominium
4960,Luxury Vacation at Grand Champion Villas,20.691229999999997,-156.43443,194.00,2013-05-21,Condominium
4961,Stunning Ocean Views In Your Island Paradise,19.60763,-155.95975,254.00,2016-05-09,House
4962,Kihei condo steps  to Kamaole beach,20.71539,-156.44361,175.00,2015-11-16,Apartment
4963,Waikiki 1 Bdrm / Parking / WiFi,21.2753,-157.81893,119.00,2016-01-07,Condominium
4964,Kiahuna - 1 Bedroom Oceanfront #9,21.87631,-159.46098,495.00,2016-03-18,Condominium
4965,"Unwind, Meditate, Hike, Ocean Views",19.95915,-155.23803999999998,68.00,2016-05-09,Guesthouse
4966,"1 Minute to Beach - Zoo, Park & Water Views",21.27267,-157.82053,128.00,2015-09-09,Condominium
4967,Blissful Tropical Ocean Getaway,20.96218,-156.68241,149.00,2016-01-14,Condominium
4968,Come swim with our turtles,20.963260000000002,-156.68156000000002,149.00,2016-01-14,Condominium
4969,Stay in the Heart of Waikiki,21.27552,-157.82405,99.00,2013-07-06,Apartment
4970,Gorgeous Oceanfront Mermaid Manor,19.62724,-155.98666,685.00,2016-05-10,House
