,name,latitude,longitude,price,hostStart,propType
11601,Stunning Kona Reef Direct Ocean View!,19.63031,-155.98838999999998,149.00,2016-08-04,Apartment
11602,Palms Room downstairs in a beach-side home,21.31164,-158.00354,59.00,2016-01-23,House
11603,Kahana 1 Bedroom Condo Maui near Beach,20.97012,-156.67789,265.00,2014-07-21,Condominium
11604,Oceanfront Penthouse with Breathtaking Ocean Views,20.72726,-156.44893000000002,249.00,2018-01-05,Condominium
11605,KoOlina Oceanview Studio Suite Marriott Beach Club,21.33256,-158.12185,520.00,2018-01-01,Resort
11606,Hookipa hale,20.90211,-156.37268999999998,110.00,2017-12-06,House
11607,Airy Island House 5 Mins From Kailua Beach!,21.37893,-157.73533999999998,229.00,2017-03-20,House
11608,Oahu Apartment w/ Patio - Steps to Kailua Beach!,21.399639999999998,-157.73716000000002,182.00,2017-09-20,Apartment
11609,Tropical Kailua Studio - 3-Minute Walk to Beach!,21.39949,-157.73518,164.00,2017-09-20,Loft
11610,Sweet 1 bedroom 1 bath Cottage in center of Hāwī,20.23734,-155.83053999999998,125.00,2018-01-05,Cottage
11611,Oahu Sleeps 4-5,21.28132,-157.82686999999999,250.00,2015-11-16,Condominium
11612,Kapaa 2bdrm 2 bath,22.06242,-159.31974,250.00,2015-11-16,Condominium
11613,"Waikoloa Villas H202, 3BDRM Ocean View",19.93342,-155.79318,239.00,2014-07-20,Condominium
11614,Kona SLeeps 6-8 - MSG FIRST,19.62454,-155.98612,250.00,2015-11-16,Condominium
11615,Waikiki Shore Unit 805 Ocean and Beach views.,21.28043,-157.83328999999998,250.00,2017-04-13,Condominium
11616,"Contemporary Tropical 1B Close To Beach, Sleeps 4",20.71716,-156.44525,165.00,2015-09-01,Condominium
11617,Honolulu Condo on 26th Floor w/Ocean Views & Lanai,21.30571,-157.86199,185.00,2017-09-20,Condominium
11618,# Hawaii Happy Healthy House #,20.08062,-155.84771999999998,"1,090.00",2015-08-18,House
11619,Waikiki Shore unit 705 Ocean and Beach Views,21.27929,-157.83428,250.00,2017-04-13,Condominium
11620,Hilo Hospitality,19.68862,-155.07726,70.00,2015-06-30,House
11621,Bright apartment in the Heart of Kona,19.63115,-155.98828,74.00,2018-01-05,Condominium
11622,Kunia Tropical Hale Getaway,21.39226,-158.03438,269.00,2018-01-05,House
11623,Beautiful Kailua 3b2b Retreat with AC!!!,21.38041,-157.7295,200.00,2015-04-24,Apartment
11624,Marriott's Maui Ocean Club - 2BR/3BA Ocean View,20.91526,-156.69558999999998,700.00,2014-01-09,Condominium
11625,"Coco A-Charming New Home, SUP's, Kayaks & Bicycles",22.04659,-159.33729,230.00,2012-04-06,Apartment
11626,1-BR SUITE MAUI BANYAN,20.71596,-156.44425,175.00,2017-01-20,Resort
11627,HalePua 2 - Ocean bluff elegant townhouse,22.221339999999998,-159.46993,175.00,2016-07-23,Townhouse
11628,Nanea Westin Kaanapali 3 Bedroom Villa,20.94225,-156.68958,"3,000.00",2016-09-18,Serviced apartment
11629,Marriott's Maui Ocean Club - Ocean View Studio,20.91479,-156.69445,320.00,2014-01-09,Condominium
11630,Maui Eldorado Resort - Walk to Kaanapali Beach,20.9284,-156.69216,175.00,2015-08-27,Condominium
11631,Contemporary Hawaii,21.48152,-158.20333,65.00,2014-02-28,Apartment
11632,Sunset get away on Molokai with a view,21.18216,-157.25173999999998,95.00,2018-01-07,Condominium
11633,Haulani House - Private Secluded Home,22.22231,-159.47567,165.00,2015-10-01,House
11634,Hawaiian Round House,19.57774,-154.95407,69.00,2015-12-19,Guesthouse
11635,GORGEOUS 3Bed 2Bath in KAILUA w/ AC!!!,21.38104,-157.72871999999998,246.00,2015-04-24,Townhouse
11636,Modern Waikiki Studio with Amazing Views 31B,21.2872,-157.83346,60.00,2014-09-24,Apartment
11637,GREATEST ROOM OF ALL TIME!!! (EWA Room),21.286620000000003,-157.80668,49.00,2013-01-26,Apartment
11638,Enjoy the true Aloha Spirit...,19.68684,-155.08524,120.00,2018-01-08,Guest suite
11639,Kihei Kai Nani Unit 368 - Building 10,20.71671,-156.44618,230.00,2016-09-27,Condominium
11640,*Beautiful Ocean Front Ground Floor Unit at The Maui Sunset Complex* - Maui Sunset B110,20.75702,-156.45948,191.00,2011-06-08,Condominium
11641,Mana Kai - Hotel Room #614B on Fantastic Beach!,20.70606,-156.44628,165.00,2012-04-16,Condominium
11642,Mana Kai Maui Hotel Room #709B -Oceanfront Resort!,20.70414,-156.44535,165.00,2012-04-16,Condominium
11643,Coastline Views Just Steps from the Ocean - Air Conditioning! - Kai Vista,19.6186,-155.98613,495.00,2011-06-08,House
11644,Have Fun in the Sun at Maui Sunset: Ocean View 1 Bedroom / 2 Baths - Maui Sunset B204,20.75694,-156.45862,158.00,2011-06-08,Condominium
11645,Dancing Bamboo Cottage - Minutes from Hawaii Volcanoes National Park! - Volcano Dancing Bamboo Cottage,19.43983,-155.17562,66.00,2011-06-08,House
11646,"Ocean Views with Pool and Hot Tub, Koi Ponds and More! - Ikena Lani",22.21697,-159.43352,"1,653.00",2011-06-08,House
11647,North shore home with Ocean Views! - Honu Lani,22.205370000000002,-159.39886,390.00,2011-06-08,House
11648,Ground Floor 2B/2B condo directly across the street from Kamaole Beach Park 2 - Kihei Akahi B103,20.71592,-156.44487,164.00,2011-06-08,Condominium
11649,Large One-Story Home With Pool Just Steps to Kailua Beach - Kailua Beachside,21.40835,-157.74415,"3,211.00",2011-06-08,House
11650,Kulaniapia Farms Ocean View Cabin,19.72556,-155.1409,89.00,2017-06-01,Farm stay
11651,Unwind in Style at a Tropical Rainforest Cabin Retreat,19.43883,-155.19385,173.00,2014-04-17,House
11652,Half Moon Hana ~ Ocean Views! Central AC!,22.22477,-159.48752,805.00,2016-12-14,House
11653,Hawaiian Shores Private Master King Suite,19.55704,-154.89184,45.00,2016-08-01,House
11654,Magnificent OCEAN Views * Fully Remodeled condo,20.793470000000003,-156.50905,250.00,2013-04-05,Apartment
11655,"Marine Surf, Studio,Heart of Waikiki!Free Parking!",21.27931,-157.82776,150.00,2016-12-13,Condominium
11656,Kona Alii Furnished Condominium,19.634729999999998,-155.98967,125.00,2018-01-09,Condominium
11657,11TH FLOOR ILIKAI CONDOMINIUM BY THE BEACH,21.28373,-157.83891,160.00,2015-08-10,Condominium
11658,The Point at Poipu-  2 bdrm **** Garden View,21.87179,-159.44308999999998,225.00,2015-04-07,Condominium
11659,Kihei Kai Nani Unit 270 - Building 9,20.71651,-156.44532,230.00,2016-09-27,Condominium
11660,Kihei Kai Nani Unit 272 - Building 9,20.71831,-156.44603,230.00,2016-09-27,Condominium
11661,Wyndham Kona Resort Hawaiian- 2 bdrm,19.62629,-155.98432,199.00,2015-04-07,Condominium
11662,Kailua Wave Guesthouse,21.40577,-157.74391,100.00,2017-07-14,Guesthouse
11663,Barefoot Bungalow,19.58182,-154.97836,69.00,2016-09-02,Bungalow
11664,"Breathtaking, FRONT ROW seat to the azure Pacific",20.79501,-156.50778,209.00,2013-04-05,Apartment
11665,Makaha Studio w/Mtn & Ocean Views - 1 Mi to Beach!,21.482229999999998,-158.20469,72.00,2017-09-20,Condominium
11666,Fully Renovated Ocean View unit in Waikiki,21.275779999999997,-157.82098,250.00,2014-08-03,Condominium
11667,KA'ANAPALI BEACH CLUB 1 Bedroom scenic view,20.9476,-156.68948,189.00,2017-01-04,Resort
11668,"Stunning beachfront condo w/private lanai, sea views, shared hot tub, and pool",20.94547,-156.69135,502.00,2017-01-16,Condominium
11669,"Quiet, Comfortable Home in Beautiful Kailua, HI",21.38664,-157.75191,199.00,2018-01-10,Guest suite
11670,Ocean Views Mansion - Executive Suite,21.42415,-157.79424,260.00,2015-03-20,House
11671,Mynah Bird Manor,20.890970000000003,-156.47443,68.00,2013-05-05,Condominium
11672,"Rainbow Jo Inn,  Queen’s Loft",19.722620000000003,-155.08659,99.00,2013-10-07,Apartment
11673,Lovely Oceanfront Kihei Condo w/Pool & Spa Access!,20.75819,-156.45928,399.00,2017-09-20,Condominium
11674,Your Oasis in heaven,21.28872,-157.84152,250.00,2015-04-20,Condominium
11675,Incredible 3BR/3BA Penthouse!  5 Min Walk To Beach,21.8738,-159.447,300.00,2014-11-29,Apartment
11676,Great Location Beach Villas at Kahaluu Beach Park,19.57828,-155.96686,200.00,2016-12-08,Condominium
11677,Volcano Hideaway - REDUCED RATES!,19.431379999999997,-155.21851999999998,120.00,2014-11-10,House
11678,"Ocean Front Marriott Maui - June 6 to 13, 2020 -2",20.91554,-156.69478999999998,600.00,2018-01-10,Resort
11679,Spectacular Ocean+Sunset+Mt views+Pool-walk>Beach,20.00255,-155.81897,"1,420.00",2018-01-10,House
11680,Turtle Bay Corner Condo With A Fairway View!,21.70054,-157.9925,139.00,2017-10-26,Apartment
11681,"Modern, Fully Loaded, and just steps to the beach",20.720010000000002,-156.44556,165.00,2016-02-25,Condominium
11682,LUXURY SUITE with AMAZING OCEAN VIEWS!!,21.28438,-157.83932,99.00,2012-10-25,Condominium
11683,Tree House Bungalow Haven,21.41385,-157.76672,125.00,2016-01-26,Townhouse
11684,Kauai Beach Villas - Spacious Villa near beaches,22.00969,-159.33976,98.00,2017-09-04,Resort
11685,HOTEL STYLE  ELEGANT ONE BEDROOM,21.28444,-157.83865,105.00,2012-10-25,Condominium
11686,2/2 PURE LUXURY Condo in Kakaako! 日本語でどうぞ!,21.29331,-157.85447,350.00,2018-01-11,Condominium
11687,Kihei Akahi B-204: Steps To Kam II Beach,20.71582,-156.44384,175.00,2018-01-11,Condominium
11688,Incredible Oceanview Studio Home - Birdsong,19.80205,-155.09742,156.00,2011-06-08,House
11689,Welcome to Hale O Nani Mala Pua - House of the Beautiful Gardens - Hale O Nani Mala Pua,19.53676,-154.91873,125.00,2015-09-02,House
11690,Papai Lanai - A Short Walk to the Ocean Near Pahoa - Papai Lanai,19.55791,-154.88781,150.00,2015-09-02,House
11691,OCEANFRONT*DELUXE Ocean Vw*MODERN*by best Beaches,20.72007,-156.44629,400.00,2013-04-05,Apartment
11692,All the amenities & penthouse views. Central AC,20.76037,-156.45916,199.00,2018-01-11,Apartment
11693,5 BR + Bonus Rm Luxury-Bali Hai/Ocean/Golf Views!,22.227870000000003,-159.48658,"1,250.00",2015-08-17,House
11694,Kehena Treetop Bungalow - Minutes from the New Pohoiki Black Sand Beach! - Kehena Treetop Bungalow,19.39046,-154.93201000000002,125.00,2015-09-02,House
11695,Maluhia Hale - One Acre of Paradise - Maluhia Hale,19.56024,-154.95526999999998,164.00,2015-09-02,House
11696,Welcome to He'epali Hale - He'epali Hale,19.53606,-154.91657,125.00,2015-09-02,House
11697,Hale O Makani - One Acre of Paradise in the Big Island! - Hale O Makani,19.56596,-154.96301,125.00,2015-09-02,House
11698,Kaanapali Shores 515- Ocean Views in Fun Resort,20.95014,-156.69023,325.00,2014-05-21,Condominium
11699,Ocean Bluff Home on the Hamakua Coast ~ Great for Families! - Hale Hamakua,19.94741,-155.17999,198.00,2015-09-02,House
11700,Black Sand Beach House ~ Ocean Views ~ Minutes from the New Pohoiki Beach!! - Black Sand Beach House,19.39305,-154.93008,231.00,2015-09-02,House
11701,"Beautiful Log Cabin on Private, Landscaped 3 Acres in Volcano, Hawaii! - The Panda House",19.44281,-155.16758000000002,131.00,2015-09-02,House
11702,Cute Ocean View Studio,21.28633,-157.83307,89.00,2015-09-29,Condominium
11703,"Spacious condo w/ shared pool & hot tub, tennis, beach access across the street!",20.71669,-156.44365,268.00,2017-01-16,Condominium
11704,"Oceanfront condo w/ shared pool & balcony - walk to dining, activities, and more",20.79425,-156.51031,229.00,2017-01-16,Condominium
11705,Ocean view penthouse living - enclosed queen loft,20.72464,-156.44565,120.00,2014-07-29,Apartment
11706,Greenbelt Combo/Sleeps 18/ Walk to Beaches,21.87556,-159.44492,999.00,2011-03-24,House
11707,OCEANFRONT - KANALOA  *FREE AC SPECIAL*  3/2 Kings,19.56618,-155.96543,295.00,2017-08-10,Condominium
11708,"Kona Isle E21, Ocean Front 1BD/1BA",19.61536,-155.98438000000002,300.00,2014-07-20,Condominium
11709,Casa de Emdeko 323 Top Floor AC View,19.61611,-155.98417,202.00,2014-07-20,Condominium
11710,Nice Affordable Condo between Kapalua and Napili,20.995379999999997,-156.66333,189.00,2013-05-20,Apartment
11711,10 acres with Private Guest Suite # 2,19.57994,-155.06696000000002,37.00,2017-05-19,House
11712,1400 square foot Kona Retreat,19.69976,-155.97716,150.00,2017-10-06,Guest suite
11713,Ka'anapali Beach Club- 2 bdrm *,20.94869,-156.69123000000002,269.00,2015-04-07,Condominium
11714,The Beach House Loft at Turtle Bay Resort,21.7003,-157.99286,145.00,2011-05-25,Condominium
11715,❤️ RENOVATED!  AMAZING OCEAN VIEW! ❤️,20.95041,-156.68917,259.00,2014-05-04,Condominium
11716,"Ocean Front Ka'anapali Beach - June 6 to 13, 2020",20.91667,-156.69403,350.00,2018-01-10,Serviced apartment
11717,ilikai hotel oceanview 620 Sqft suit with Parking,21.28462,-157.83754,199.00,2017-06-30,Serviced apartment
11718,West side Makaha adventure palace,21.480610000000002,-158.20702,70.00,2016-03-21,Condominium
11719,Charming Oceanfront Condo with Pool in Heart of Kona,19.622329999999998,-155.98481999999998,135.00,2016-09-04,Condominium
11720,Paradise Escape,21.44281,-158.01986000000002,350.00,2018-01-13,House
11721,Malama Iki,19.63522,-155.98911999999999,110.00,2018-01-13,Condominium
11722,"Beautiful Ocean View Estate,  Pool, Tennis Court",20.0883,-155.84481,"1,200.00",2017-05-17,House
11723,"GROUND FLOOR, SPACIOUS, AC, FULLY REMODELED",21.95884,-159.35426999999999,195.00,2018-01-14,Condominium
11724,On The Way To Hanalei,22.21831,-159.48386000000002,259.00,2016-08-17,Townhouse
11725,Charming and original plantation style cottage,21.87544,-159.45211,65.00,2015-07-22,House
11726,*Quiet Mountain Sanctuary*ʻĀina Room*,21.64601,-158.0448,86.00,2018-01-14,House
11727,Mauna Loa Suites,20.01846,-155.73584,340.00,2015-04-16,Apartment
11728,*Quiet Mountain Sanctuary*Mana Room*,21.64769,-158.0444,86.00,2018-01-14,House
11729,Aloha Forest 2,19.51062,-154.9999,30.00,2017-03-26,House
11730,VALLEY ISLE ~ (Website hidden by Airbnb) BLISS!,20.970860000000002,-156.67936,225.00,2012-08-24,Condominium
11731,ecospa kaua'i,22.22268,-159.47382,188.00,2013-10-14,House
11732,Bamboo Hotel with a Lanai ocean glimpse,21.277079999999998,-157.82325,105.00,2015-12-10,Apartment
11733,Relax in tropical garden near Poipu beaches,21.88306,-159.4686,139.00,2018-01-15,House
11734,Family Friendly Alohilani Above the Sea,22.220010000000002,-159.46915,350.00,2018-01-15,Townhouse
11735,"Beautiful remodel! Very Clean! Ocean views, baby equipment and more! - Newly Remodeled Cliffs Resort in Princeville",22.22715,-159.48072,198.00,2011-06-08,Condominium
11736,Waikiki Sunset 1 Block from Beach One Free Parking,21.27516,-157.82128,145.00,2015-08-10,Condominium
11737,Blue Ocean Views & A Spacious Suite,22.22707,-159.48016,224.00,2015-02-20,Condominium
11738,Beachfront Luxury Dream House with A/C and Gym! Available for Rentals! - King Hale,22.22413,-159.55025,"1,124.00",2011-06-08,House
11739,Birds & Blossoms Retreat,19.73174,-155.09468999999999,110.00,2018-01-15,House
11740,28F Panorama Ocean View Studio with Full Kitchen!,21.285999999999998,-157.833,92.00,2015-09-29,Condominium
11741,Shige & Jane's Beachfront Hale 4 Island of Molokai,21.08211,-157.00307,94.00,2015-11-28,Other
11742,Modern Jungle Cottage,19.538520000000002,-154.91343999999998,100.00,2015-11-04,Guesthouse
11743,Affordable Ocean View Home With Pool,19.700870000000002,-155.98434,225.00,2018-01-16,House
11744,Palms at Wailea 2+2 Sleeps 6 *TAXES INCLUDED,20.69826,-156.44106000000002,225.00,2017-12-08,Condominium
11745,Waikiki Sleeps 4 | AC | Walk to Beach & Shops,21.28235,-157.82754,100.00,2017-07-28,Apartment
11746,Breezy Poipu Home w/Private Hot Tub & Guest House,21.8762,-159.44518,600.00,2017-02-09,House
11747,"Kona Isle Unit C3, Ocean Front Paradise",19.615270000000002,-155.98393000000002,100.00,2018-01-16,Condominium
11748,Ocean View Serene +Tropical Royal Sea Cliff,19.61795,-155.98459,129.00,2016-06-22,Condominium
11749,SUMMER SPECIAL!  Whaler #564 Premium Studio,20.92226,-156.69371999999998,354.00,2014-07-08,Condominium
11750,pupukea homestead  MONTHLY bookings only,21.640810000000002,-158.03683,200.00,2011-07-02,House
11751,A View to Die for! 3bedroom 3bath on Waikiki Beach,21.2808,-157.83341000000001,995.00,2018-01-16,Condominium
11752,Cozy Honolulu Studio with Patio - 3 Mins to Beach!,21.268520000000002,-157.78651000000002,305.00,2017-09-20,Loft
11753,Centrally located! Enjoy all Oahu has to offer!,21.40394,-158.00563,325.00,2015-01-02,House
11754,Lush Garden Privacy - Princeville Orchid House,22.22291,-159.47669,457.00,2011-06-08,House
11755,MK03 - Enjoy The Ocean Views On The Mauna Kea Resort!,20.00606,-155.81507,"2,064.00",2015-11-10,House
11756,ecospa kaua'i,22.22305,-159.47391000000002,233.00,2013-10-14,House
11757,"Luxurious Ocean View Waikiki Sunset Condo, Pool, Free Parking, full Kitchen - Waikiki Sunset Partial Ocean 1 BDR on the 21st Floor",21.2747,-157.81923,105.00,2016-08-30,Condominium
11758,Rarely Available Sweeping Ocean View 2 BDR Ilikai Condo w/ Tons of Amenities! - Ilikai Hotel Ocean 2 BDR on the 17th Floor,21.28549,-157.83957,296.00,2016-08-30,Condominium
11759,City View Condo with Full Kitchen and Tons of Amenities in the Ilikai Hotel - Ilikai Hotel City 1 BDR on the 10th Floor A,21.28505,-157.83955,106.00,2016-08-30,Condominium
11760,"Renovated Condo Close to Beaches, Awesome Amenities, and Free Parking - Waikiki Sunset Mountain 1 BDR on the 19th Floor B",21.27469,-157.82138999999998,101.00,2016-08-30,Condominium
11761,"Rare Penthouse Condo at Royal Garden, 3 Master Suites, Panoramic Ocean Views! - Royal Garden Penthouse 25th Floor",21.283739999999998,-157.83123999999998,332.00,2016-08-30,Condominium
11762,Amazing Ocean & Mauka Views from this Comfortable End Unit Waikiki Condo - Waikiki Park Heights Ocean 1 BDR on the 14th Floor A,21.27715,-157.82237,77.00,2016-08-30,Condominium
11763,BEAUTIFUL ...... Keauhou Ocean View Condo,19.56626,-155.96097,119.00,2015-08-01,Condominium
11764,Kapa'a Resort Condo w/Pool - Walk To The Ocean!,22.06324,-159.32031,180.00,2017-09-20,Condominium
11765,"Stylish Suite w/Pacific View, Kitchenette, Free WiFi, Washer/Dryer–Waikiki Shore 1315",21.27892,-157.83245,366.00,2017-02-15,Condominium
11766,Tropical Ocean View 4 bd + Loft Sleeps 10,19.482029999999998,-155.90132,389.00,2017-12-30,House
11767,"Keauhou Estates 5, Hale Kuhinanui Way, Luxury Home, Ocn. Views",19.580579999999998,-155.95516,"1,129.00",2014-07-20,House
11768,A Gorgeous Ocean View Oasis at Kapalua Villas!,20.99709,-156.65945,230.00,2014-05-21,Condominium
11769,HL A303* -Ocean Front with Beautiful Sunsets,20.97345,-156.67813,269.00,2014-05-21,Condominium
11770,1-0807 Waikiki,21.27454,-157.81984,222.00,2018-01-16,Condominium
11771,Private Diamond Head Kaimuki Bungalow,21.276229999999998,-157.79307,95.00,2018-01-17,Guest suite
11772,Waikiki Partial ocean view Studio at Bamboo Hotel,21.275660000000002,-157.82368,118.00,2015-05-23,Condominium
11773,Ka'anapali Beach Club- **2 bdrm,20.94784,-156.69095,249.00,2015-04-07,Condominium
11774,"Waikai Private Wailea Enclave, Walk to beach!",20.702720000000003,-156.44433999999998,295.00,2015-05-06,House
11775,Lahaina home walking distance to everything,20.8718,-156.67418,500.00,2016-09-04,House
11776,Maui Resort Rentals: Honua Kai Konea 143,20.94623,-156.6912,"1,367.00",2015-07-20,Condominium
11777,Waikiki Wonder! Everything you want in a vacay!,21.28068,-157.82506,140.00,2014-01-16,Condominium
11778,Great Master suite in Lahaina,20.8699,-156.67266999999998,175.00,2016-09-04,House
11779,Old Hawaii Steps from Beach Walk to Town,19.6287,-155.98667,150.00,2018-01-19,House
11780,Coconut Coast Walk to the beach/shopping/dining,22.0544,-159.32627,150.00,2017-02-09,Condominium
11781,"Waikiki 1 bedroom with parking, AC, wifi, W/D",21.283839999999998,-157.83078999999998,130.00,2016-08-29,Apartment
11782,"Waikiki one bedroom Apt w/ wifi, AC, parking, w/D",21.28428,-157.82956000000001,130.00,2016-08-29,Apartment
11783,Dream in Paradise,19.58139,-154.94878,100.00,2018-01-20,House
11784,Tiare Ohana,19.71519,-155.99296,115.00,2015-07-20,Guest suite
11785,Lahaina queen/queen room,20.871679999999998,-156.67262,225.00,2016-09-04,House
11786,Kaanapali DELUXE OCEAN FRONT View Luxury Condo,20.94714,-156.6912,229.00,2009-11-16,Apartment
11787,Private Master Bedroom/Bath with Ocean view,19.938370000000003,-155.79001,90.00,2013-12-23,House
11788,Relaxing Waterfall Retreat,19.691760000000002,-155.97578000000001,68.00,2018-01-19,Guest suite
11789,Tessie's Place Too - Vintage Hawaiiana Comfort,22.22168,-159.47798,139.00,2013-08-21,Condominium
11790,Downtown Hilo Bungalow,19.718339999999998,-155.08612,118.00,2015-02-03,Bungalow
11791,★ Walk to the Beach. Relaxing Resort Retreat ★,20.71469,-156.4433,140.00,2018-01-20,Condominium
11792,Molokai sunsets,21.081670000000003,-157.00278,120.00,2018-01-12,Apartment
11793,Maui Resort Rentals: Honua Kai Hokulani 332,20.94471,-156.68986,566.00,2015-07-20,Condominium
11794,Worldmark Kihei Resort,20.72198,-156.44718999999998,285.00,2017-12-07,Condominium
11795,Maui Family Getaway,20.71022,-156.44488,290.00,2018-01-21,Apartment
11796,Walk to Magic Sands Beach! 30% off September!!,19.59083,-155.97048,119.00,2014-02-20,Guest suite
11797,Wyndham Royal Sea Cliff- 1 bdrm *******,19.61946,-155.98565,169.00,2015-04-07,Condominium
11798,Tropical Zen Oasis - Waterfall Jacuzzi -Peaceful,22.2234,-159.47181,454.00,2015-02-20,House
11799,Kona Koast Master Bedroom Cool Elevation,19.72338,-155.99024,65.00,2017-05-17,House
11800,Ocean Front Estate in Lahaina 3 Bedroom,20.89084,-156.68444,"1,139.00",2008-07-21,House
11801,Hale Kamaole 2-208 New Remodel with Ocean View,20.709570000000003,-156.44454,333.00,2017-10-26,Condominium
11802,*NO GUEST SERVICE FEE* Hale 'Olu'Olu,19.92471,-155.87711000000002,496.00,2018-01-19,Condominium
11803,*NO GUEST SERVICE FEE* Tropical Breeze,19.92979,-155.88455,496.00,2018-01-19,Condominium
11804,*NO GUEST SERVICE FEE* Big Island Paradise,19.92849,-155.88342,715.00,2018-01-19,Condominium
11805,*NO GUEST SERVICE FEE* Hale Kaimana,19.9999,-155.80761,670.00,2018-01-19,Condominium
11806,*NO GUEST SERVICE FEE* Kolepa Aloha,19.91815,-155.88193,417.00,2018-01-19,Condominium
11807,Waikiki Marina,21.2874,-157.83802,90.00,2016-05-02,Condominium
11808,A Ala Hale,21.0671,-156.95647,263.00,2013-02-06,House
11809,Paniolo Hale Q3,21.191,-157.24426,152.00,2013-02-06,Condominium
11810,Molokai Shores 211,21.08055,-157.00427,190.00,2013-02-06,Condominium
11811,Paniolo Hale K3,21.18957,-157.24533,190.00,2013-02-06,Condominium
11812,Ke Nani Kai,21.18512,-157.24318,204.00,2013-02-06,Condominium
11813,Wavecrest A116,21.055429999999998,-156.83958,203.00,2013-02-06,Condominium
11814,Wavecrest C107,21.05408,-156.84107,139.00,2013-02-06,Condominium
11815,Wavecrest A109,21.05593,-156.84075,157.00,2013-02-06,Condominium
11816,Kepuhi Beach  1192,21.18485,-157.24393,128.00,2013-02-06,Condominium
11817,Kepuhi Beach Resort 2222,21.186139999999998,-157.24688,152.00,2013-02-06,Condominium
11818,Cottage 2B,21.189629999999998,-157.24716,263.00,2013-02-06,House
11819,Kepuhi Beach 2156,21.18693,-157.24517,135.00,2013-02-06,Condominium
11820,Paniolo Hale M1,21.1897,-157.24555,164.00,2013-02-06,Condominium
11821,Happy House,21.07101,-156.97154,321.00,2013-02-06,House
11822,Ke Nani Kai 155,21.18693,-157.24319,164.00,2013-02-06,Condominium
11823,Molokai_Shores 214,21.08074,-157.00354,190.00,2013-02-06,Condominium
11824,Ke Nani Kai 203,21.186139999999998,-157.24275,145.00,2013-02-06,Condominium
11825,Ke Nani Kai 237,21.18619,-157.24274,186.00,2013-02-06,Condominium
11826,Kepuhi Beach 2184,21.18646,-157.24684,135.00,2013-02-06,Condominium
11827,Molokai_Shores 223,21.08045,-157.00413,190.00,2013-02-06,Condominium
11828,Kepuhi Beach 1153,21.18543,-157.24535,128.00,2013-02-06,Condominium
11829,Kepuhi Beach 1182,21.187179999999998,-157.24559,128.00,2013-02-06,Condominium
11830,Molokai_Shores 231,21.08025,-157.00296,190.00,2013-02-06,Condominium
11831,Wavecrest A310,21.08476,-157.01568,160.00,2013-02-06,Condominium
11832,Polo Beach Club 2 br Ocean Front Condo 103,20.67406,-156.44262,595.00,2013-03-13,Condominium
11833,Villa At Pukoo,21.07401,-156.79263999999998,526.00,2013-02-06,House
11834,"10th Floor Dreamy Over the Pool, Qn Bedroom Suite",21.27596,-157.82431,114.00,2015-09-09,Condominium
11835,2BR/ 1BA Poipu Beach Cottage,21.88539,-159.46552,215.00,2018-01-22,Townhouse
11836,Kona Bay Estates Hibiscus Beach House,19.64051,-156.0022,495.00,2017-08-02,House
11837,Spacious Family Friendly  House Near Hanauma Bay,21.29117,-157.72535,170.00,2015-02-08,House
11838,*NO GUEST SERVICE FEE* Lower Honoapiilani Condo #107,20.96411,-156.68206,281.00,2018-01-19,Condominium
11839,*NO GUEST SERVICE FEE* Lower Honoapiilani Condo #224,20.96461,-156.68242,334.00,2018-01-19,Condominium
11840,*NO GUEST SERVICE FEE* Lower Honoapiilani Condo #208,20.96613,-156.68202,334.00,2018-01-19,Condominium
11841,*NO GUEST SERVICE FEE* Lower Honoapiilani Condo #122,20.96559,-156.68339,281.00,2018-01-19,Condominium
11842,*NO GUEST SERVICE FEE* Lower Honoapiilani Condo #227,20.96454,-156.68243,452.00,2018-01-19,Condominium
11843,*NO GUEST SERVICE FEE* Lower Honoapiilani Condo #102,20.96397,-156.68362,308.00,2018-01-19,Condominium
11844,*NO GUEST SERVICE FEE* Lower Honoapiilani Condo #210,20.96559,-156.68306,334.00,2018-01-19,Condominium
11845,*NO GUEST SERVICE FEE* Lower Honoapiilani Condo #113,20.965320000000002,-156.68306,255.00,2018-01-19,Condominium
11846,"Family 2br, Kitchen, Laundry, Porch and Parking",21.34789,-157.92251000000002,140.00,2015-11-12,Townhouse
11847,Ocean ∘ City ∘ Mountain views in the ❤️ of Waikiki,21.27714,-157.82322,139.00,2018-01-23,Condominium
11848,"125 HOT RATE!9/22,10/18-OCEAN VIEW STUDIO,A/C,4pl",20.94887,-156.68929,226.00,2018-01-23,Condominium
11849,Spacious Kihei 1B/1BA - Just a few steps to beach!,20.74924,-156.45773,199.00,2016-06-08,Condominium
11850,"Marriott Ko'Olina 2 bed, 2 bath Mountain View",21.33107,-158.12004,685.00,2016-03-02,Serviced apartment
11851,Exceutive Centre ocean view 1 bedroom suite,21.3084,-157.86051,140.00,2016-08-15,Condominium
11852,Napo’opo’o Village Ohana at Magical Kealakekua Bay,19.47336,-155.9187,110.00,2015-06-29,House
11853,FAIRWAY VILLA 3 -TWO BEDROOM WITH PARKING AND W/D,21.27906,-157.82455,151.00,2017-11-17,Aparthotel
11854,The Point at Poipu- 2 bdrm ***,21.87194,-159.44403,229.00,2015-04-07,Condominium
11855,"Hale Nanea  Relax, Enjoy, and Unwind",19.41367,-154.92678999999998,80.00,2012-08-09,House
